Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
lenovo,60.0,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,intel,intel core i5 6th generation,2.4,other,1920.0,1080.0,unknown,unknown,98.89,205.95,14.0,8.0
dell,190.0,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel core i5-8265u,1.6,other,779.2421706908917,447.94931867081044,chrome,unknown,128.0,128.0,14.0,8.0
hp,89.94,gray,"Convertible 2-in-1 Laptop/Tablet,  Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used in good working condition. may have scratches, scuffs and general signs of use.",intel,intel core m3 7th generation,1.0,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,98.89,128.0,11.6,8.0
lenovo,89.0,black,"Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",lot of 5 intended for parts or repairs. no power adapters included.,intel,intel core i5 4th generation,1.9,notebook/laptop,1366.0,768.0,unknown,ssd,98.89,205.95,14.0,5.98
lenovo,949.0,gray,"Bluetooth, Wi-Fi",Undefined,Undefined,undefined,intel,intel core i7 13th generation,1.7,notebook/laptop,1900.0,1200.0,windows,ssd,98.89,512.0,14.0,16.0
dell,270.0,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,other,intel core i7 8th generation,4.8,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,512.0,512.0,13.3,16.0
hp,180.0,silver,"Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",touchscreen 2-in-1! windows 10 professional installed. ac adapter included. 60 day warranty.,other,intel core i5 7th generation,2.5,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,8.0
dell,399.0,black,"Backlit Keyboard, Bluetooth, Built-in Webcam, Rugged, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",very good conditions good working dell rugged laptop - wear marks from normal use - there are some minor wear marks on the touchpad and palmiest in the form of shiny spots in the plastic,intel,intel core i5 8th generation,1.7,notebook/laptop,1920.0,1080.0,unknown,ssd,512.0,512.0,14.0,32.0
lenovo,649.5,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,nvidia,intel core i5 13th generation,2.1,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,512.0,15.6,16.0
hp,780.0,silver,"Bluetooth,  Built-in Microphone,  Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i7 13th generation,1.7,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,1000.0,4000.0,17.3,64.0
asus,609.0,blue,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  IPS Panel,  Multi-Touch Trackpad,  Widescreen Display,  Wi-Fi,  USB 3.2,  HDMI",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,amd,amd ryzen 7 5800hs,4.4,notebook/laptop,1920.0,1200.0,windows,ssd,1000.0,1000.0,16.0,16.0
lenovo,255.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i7 8650u,1.1861742242409754,other,779.2421706908917,447.94931867081044,windows,unknown,500.0,500.0,14.0,16.0
microsoft,188.0,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","the item that has been used previously. the item may have some signs of cosmetic wear and tear, but is fully operational and functions as intended. there is no warranty on batteries, batteries are tested and working but no guarantee how long they hold charge. the item in the picture may not be the actual one that ships but is one of the items in stock. accessories are shown in the listing. if you have any questions, please contact us.",intel,intel core i7,4.2,notebook/laptop,1920.0,1080.0,unknown,ssd,512.0,512.0,9.07658618216591,16.0
samsung,450.0,blue,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Convertible 2-in-1 Laptop/Tablet, Backlit Keyboard, Force Touch Trackpad, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 11th generation,2.8,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,512.0,13.3,16.0
dell,401.5,other,"Touchscreen, 10/100 LAN Card, Bluetooth, Backlit Keyboard, Webcam integrated, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,12.5,5.98
dell,396.2,other,"Touchscreen, 10/100 LAN Card, Bluetooth, Backlit Keyboard, Webcam integrated, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,12.5,5.98
lenovo,156.1,other,"HDMI, Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great conditioncomes with windows 11 installed bios lock,other,intel core i5-7300u,2.6,other,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,8.0
dell,414.8,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,480.0,14.0,5.98
dell,363.8,other,Webcam integrated,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.1861742242409754,other,1920.0,1080.0,windows,unknown,98.89,480.0,10.8,5.98
hp,350.0,silver,"Bluetooth, Built-in Webcam, Built-in Microphone, 3D Camera, Multi-Touch Trackpad, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5-1035g1,1.0,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,1000.0,15.6,32.0
dell,24.25,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,ntel,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,15.6,5.98
hp,758.0,other,"Wi-Fi, Backlit Keyboard, Built-in Microphone, Built-in Webcam, Bluetooth",Undefined,Undefined,undefined,other,undefined,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,256.0,13.0,8.0
dell,388.0,black,"Touchscreen, Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 11th generation,1.0,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,13.3,8.0
dell,190.0,black,"Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 5th generation,2.3,notebook/laptop,1366.0,768.0,windows,hdd/ssd,500.0,205.95,14.0,8.0
hp,390.0,silver,"Bluetooth, Built-in Webcam, Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5 11th generation,2.4,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,256.0,15.6,8.0
dell,388.5,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
dell,502.2,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",refurbished - grade a-,other,core i5,1.7,notebook/laptop,779.2421706908917,447.94931867081044,windows,unknown,256.0,205.95,9.07658618216591,8.0
lenovo,64.25,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
lenovo,358.5,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",refurbished - grade a,other,core i5,1.6,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,256.0,205.95,9.07658618216591,16.0
acer,49.6,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,286.8,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",refurbished - grade a,other,core i5,1.6,notebook/laptop,779.2421706908917,447.94931867081044,windows,unknown,256.0,205.95,9.07658618216591,8.0
auo,50.72,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
lenovo,60.75,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
lenovo,321.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,14.0,5.98
dell,492.5,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,960.0,14.0,5.98
auo,70.06,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,416.8,other,"Touchscreen,  10/100 LAN Card,  Bluetooth,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,12.5,5.98
dell,335.2,black,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
auo,54.97,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,284.2,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
dell,375.5,other,"Touchscreen, 10/100 LAN Card, Bluetooth, LTE, Backlit Keyboard, Webcam integrated, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,12.5,5.98
dell,292.2,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
lenovo,462.8,other,"Webcam integrated, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 7th generation,2.4,notebook/laptop,1280.0,720.0,windows,ssd,98.89,120.0,13.0,5.98
lg,93.7,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
lenovo,502.5,black,"10/100 LAN Card, Touchscreen, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,3.0,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,98.89,120.0,14.0,5.98
lenovo,433.8,other,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,960.0,14.0,5.98
dell,331.0,black,"Built-in Microphone,  Built-in Webcam,  WIFI,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,core i7 6600u 2.60ghz,2.6,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,128.0,14.0,5.98
samsung,141.4,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
lenovo,626.0,black,No specifications,Undefined,Undefined,undefined,other,undefined,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
auo,93.94,other,No specifications,Undefined,Undefined,undefined,other,undefined,1.1861742242409754,notebook/laptop,1600.0,900.0,unknown,unknown,98.89,205.95,17.3,5.98
lenovo,346.0,other,"Touch ID,  10/100 LAN Card,  Bluetooth,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,14.0,5.98
asus,84.1,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
lenovo,322.2,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,1.1861742242409754,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,14.0,5.98
dell,345.8,black,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
acer,70.75,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,430.2,black,"Touchscreen,  10/100 LAN Card,  Bluetooth,  LTE,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,240.0,12.5,5.98
dell,321.2,other,"10/100 LAN Card, Wi-Fi",Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
dell,229.8,black,"Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these units are fully functional and have all necessary accessories including a new operating system.,intel,8365u,1.6,other,1366.0,768.0,windows,unknown,98.89,240.0,14.0,16.0
lenovo,500.0,other,Webcam integrated,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,12.5,5.98
dell,324.8,black,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.7,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
dell,332.2,other,"10/100 LAN Card, Wi-Fi, SD Card Reader, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
lg,94.7,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,294.8,black,"Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these units are fully functional and have all necessary accessories including a new operating system.,intel,8265u,1.6,other,1366.0,768.0,windows,unknown,98.89,1000.0,14.0,16.0
lenovo,676.0,other,Webcam integrated,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,intel celeron,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,15.6,5.98
lenovo,489.2,other,Webcam integrated,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,12.5,5.98
dell,100.0,black,"Backlit Keyboard, Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 5th generation,2.3,notebook/laptop,1366.0,768.0,windows,ssd,256.0,256.0,14.0,8.0
auo,55.03,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
auo,116.5,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
dell,344.8,black,"Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these units are fully functional and have all necessary accessories including a new operating system.,intel,8365u,1.6,other,1366.0,768.0,windows,unknown,98.89,2000.0,14.0,16.0
dell,431.8,other,No specifications,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,intel core i5 3rd generation,1.1861742242409754,other,1280.0,720.0,windows,unknown,98.89,480.0,14.0,5.98
dell,269.8,black,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
dell,396.8,other,"Touchscreen, 10/100 LAN Card, Bluetooth, LTE, Backlit Keyboard, Webcam integrated, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.8,notebook/laptop,1920.0,1080.0,windows,unknown,98.89,120.0,12.5,5.98
dell,384.5,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,240.0,14.0,5.98
samsung,69.3,other,No specifications,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,not applicable,1.1861742242409754,other,779.2421706908917,447.94931867081044,unknown,unknown,98.89,205.95,9.07658618216591,5.98
hp,147.5,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5 7th generation,1.1861742242409754,notebook/laptop,1366.0,768.0,windows,ssd,98.89,256.0,13.3,8.0
