Brand,Price,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Type,Display Width,Display Height,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
dell,179.0,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",includes dell ac adapter/charger.,other,intel core i5 5th generation,2.2,notebook/laptop,1366.0,768.0,windows,hdd/ssd,1000.0,205.95,15.6,6.0
hp,415.0,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",in very good condition. item may have scratches on the cover but the screen is in excellent condition.,intel,intel core i7 8th generation,1.9,notebook/laptop,3000.0,2000.0,windows,ssd,1000.0,128.0,13.0,16.0
dell,209.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","previously used, professionally refurbished. see photos and description for details. comes with a charger. r2 cosmetic condition: a r2 functional condition: key functions working",nvidia,intel core i7-6820hq,2.7,other,1920.0,1080.0,windows,ssd,98.89,256.0,15.6,16.0
dell,750.0,other,No specifications,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","it's a new laptop sealed plastic pack guaranteed never used, only missing the original box. comes with a genuine charger, power cord. it has warranty onsite through late 2024.",other,intel core i5 8th generation,2.6,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,256.0,256.0,14.0,32.0
dell,140.0,multicolor,"100/1000GB LAN Card,  Dell Docking Station Port,  10/100 LAN Card,  Built-in Microphone,  Widescreen Display,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested one year warranty,other,intel core i5 3rd generation,2.6,notebook/laptop,1600.0,900.0,windows,hdd/ssd,98.89,205.95,14.0,5.98
dell,90.0,black,"10/100 LAN Card, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Optical Drive, Rugged, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","refurbished and ready to use - fresh install windows 7 pro 64 bit - 15.6"" hd screen - intel celeron 1.6 ghz. processor - intel hd graphics - 4 gb ram - 500 gb hard drive - cd/dvdrw - ethernet port - wifi - webcam - hdmi - battery included, takes charge - charger included - unit shows signs of previous use such as scratch, scuff, ding or dent on outer casing, top cover, see actual photos",intel,intel celeron n3050,1.6,notebook/laptop,1024.0,768.0,windows,hdd/ssd,500.0,205.95,15.6,4.0
lg,310.0,white,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","device is 100% fully functional and in very good physical condition. the screen will typically show light scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing. this device has a maximum battery capacity of 77.88% at full charge. this device has wear on the keyboard due to contact with the screen, this does not impact the functionality of the device. please reference actual photos and listing for further details.",intel,intel core i5 10th generation,1.2,notebook/laptop,1920.0,1080.0,windows,ssd,98.89,256.0,14.0,8.0
lenovo,899.0,other,"Bluetooth, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",without box,intel,intel core i5 13th generation,4.6,notebook/laptop,1920.0,1200.0,windows,ssd,256.0,256.0,14.0,5.98
dell,45.0,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel celeron,2.16,notebook/laptop,1366.0,768.0,chrome,ssd,4.0,16.0,11.6,4.0
asus,100.0,silver,"Bluetooth, Built-in Microphone, Backlit Keyboard, Force Touch Trackpad, Multi-Touch Trackpad, Built-in Webcam, Wi-Fi, Rugged",Undefined,Undefined,undefined,intel,intel celeron n,1.1,notebook/laptop,1366.0,768.0,chrome,emmc,32.0,32.0,14.0,4.0
asus,105.0,gray,"Wi-Fi, Multi-Touch Trackpad, Built-in Microphone, Built-in Webcam, Rugged, Bluetooth",Undefined,Undefined,undefined,intel,intel celeron,1.1,other,1366.0,768.0,chrome,emmc,32.0,32.0,11.6,32.0
dell,458.5,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.6,notebook/laptop,1280.0,720.0,windows,unknown,98.89,960.0,14.0,5.98
hp,319.5,silver,"Built-in Microphone, Built-in Webcam, Wi-Fi, Finger Print Reader",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",it is factory certified refurb in hp brown box and comes with 2 year allstate warranty (valid in usa only).,amd,amd ryzen 3,4.1,notebook/laptop,1600.0,900.0,windows,ssd,98.89,256.0,17.0,8.0
lenovo,150.0,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","item is seller refurbished, fully tested. not responsible for technical support! machines may show signs of heavy office use, wear scratches across case, rubber screw covers or bumpers may be missing or damaged. no case damage (other than scratches) cosmetic damage in no way affects the way these machines run as they work great. battery is tested to charge, hold a charge, and run the machine from the charge.",other,i5-7200u,2.5,notebook/laptop,779.2421706908917,447.94931867081044,windows,ssd,98.89,256.0,15.6,16.0
hp,315.0,gray,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i3 12th generation,4.1,notebook/laptop,1366.0,768.0,windows,ssd,256.0,256.0,15.6,8.0
hp,19.98,black,"Built-in Webcam, Touch Bar, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,other,intel core 2 duo,1.1861742242409754,notebook/laptop,779.2421706908917,447.94931867081044,windows,hdd/ssd,98.89,205.95,9.07658618216591,5.98
dell,342.0,other,No specifications,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,1.1861742242409754,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
dell,260.8,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.0,notebook/laptop,1280.0,720.0,windows,unknown,98.89,120.0,14.0,5.98
